TPR	FPR	Precision	F1	Range	Length
0.861606331477	0.000319304557384	0.998495840691	0.925014067685	69-92	48
0.861529225804	0.000310723529675	0.998536073656	0.924986892368	71-94	48
0.861380522005	0.000319756190421	0.998493322097	0.924882837332	73-96	48
0.861389701252	0.000330143750279	0.998444469034	0.924867170029	75-98	48
0.859245429194	0.000324272520794	0.998468283005	0.923639958874	77-100	48
0.856636687247	0.000324272520794	0.998463625587	0.922128648938	79-102	48
0.85307146778	0.000325175786869	0.998452923759	0.920054529201	81-104	48
0.85073075984	0.000329240484205	0.998429312603	0.918681449395	83-106	48
0.848019210328	0.000329240484205	0.998424298229	0.917096007576	85-108	48
0.845030447562	0.000329240484205	0.998418733989	0.915343084128	87-110	48
0.842238120678	0.000339176411026	0.998365700159	0.913680218993	89-112	48
0.839372359819	0.00033511171369	0.998379749931	0.911997175516	91-114	48
0.838217610569	0.00034188620925	0.998344776315	0.911300567738	93-116	48
0.835663944102	0.000348209071772	0.998309073324	0.909774451118	95-118	48
0.83402085892	0.00036040316378	0.998246519957	0.90877393724	97-120	48
0.830306935655	0.000371693989713	0.998183611898	0.906538759115	99-122	48
0.826005540593	0.000375758687049	0.998154240699	0.90395692487	101-124	48
0.82234485696	0.000382081549571	0.998114901857	0.901744355756	103-126	48
0.817874563756	0.000396533806765	0.998033065998	0.899016937968	105-128	48
0.81401928009	0.000410534430922	0.997954135729	0.896651021518	107-130	48
0.809080845298	0.000419567091668	0.997896481531	0.893623751455	109-132	48
0.804362712431	0.000429051385452	0.997836444299	0.890714465048	111-134	48
0.798770715265	0.000447568339982	0.997727517674	0.887232181274	113-136	48
0.793231957731	0.000462020597176	0.997637969808	0.883769734171	115-138	48
0.784271176981	0.00047827938652	0.997527185779	0.8781373206	117-140	48
0.777842032506	0.00050176430446	0.997384694697	0.87403792003	119-142	48
0.542260334455	0.00039066257728	0.9970800505	0.702478759015	121-144	48
0.527402805545	0.000380726650459	0.997074166242	0.68988869277	123-146	48
0.524619657908	0.000395630540691	0.996943901758	0.687472258876	125-148	48
0.520843315764	0.000417760559519	0.996750189719	0.68417619333	127-150	48
0.876506084923	0.000193750573009	0.999102262549	0.933797520964	1-26	52
0.895916520258	0.000216783857913	0.999017384113	0.94466216092	3-28	52
0.896439737327	0.000262850427719	0.998809521374	0.944859934248	5-30	52
0.898205824416	0.000288141877809	0.998697685432	0.945789886759	7-32	52
0.90478367269	0.000307110465376	0.998622148557	0.94938977817	9-34	52
0.904361427336	0.000319304557384	0.998566850253	0.949132295337	11-36	52
0.903906136694	0.000314336593973	0.99858840709	0.948891225102	13-38	52
0.903441666804	0.000308013731451	0.99861605177	0.948647710843	15-40	52
0.901796745773	0.000302142501966	0.998639923234	0.947750848695	17-42	52
0.896867490229	0.000292206575145	0.998677370359	0.945038321514	19-44	52
0.893127865072	0.000290400042995	0.998680040071	0.942959345559	21-46	52
0.890319015544	0.000289045143884	0.998682050976	0.941392396463	23-48	52
0.885200667515	0.000286786978697	0.998684782834	0.938524618084	25-50	52
0.882235770791	0.000284077180473	0.998692821324	0.936859096829	27-52	52
0.878400681467	0.000283625547436	0.998689206197	0.934690751959	29-54	52
0.874741833683	0.0002795608501	0.998702569918	0.932621128905	31-56	52
0.870475319759	0.000276851051876	0.998708840336	0.930193413466	33-58	52
0.866787098385	0.000275947785801	0.998707578539	0.928082888518	35-60	52
0.863264103454	0.000273237987577	0.99871503788	0.92606283566	37-62	52
0.85917015937	0.000273689620615	0.998706791691	0.923698496707	39-64	52
0.855753643702	0.000273237987577	0.998703775121	0.921719081672	41-66	52
0.852953973421	0.000262850427719	0.998748903678	0.920111813162	43-68	52
0.851600952439	0.000266463492018	0.998729715822	0.919315873441	45-70	52
0.850216722018	0.00026601185898	0.998729804101	0.918508748878	47-72	52
0.849104197302	0.000259688996458	0.998758335349	0.917871194042	49-74	52
0.849632921919	0.000253817766973	0.998787128018	0.918192189034	51-76	52
0.850102899357	0.000265560225943	0.998731788329	0.918443162705	53-78	52
0.850710565497	0.000270528189353	0.998709015554	0.918788056636	55-80	52
0.851202573126	0.000270076556316	0.998711912014	0.919076158543	57-82	52
0.851628490179	0.000268721657204	0.998719005862	0.919327381365	59-84	52
0.85376541884	0.000277302684913	0.998681458384	0.920555082133	61-86	52
0.854417145364	0.00028452881351	0.998648176003	0.920919639394	63-88	52
0.856368653239	0.00029130330907	0.998619183713	0.92203964729	65-90	52
0.854630103891	0.000296722905518	0.998590673131	0.921018867589	67-92	52
0.853627730137	0.000293561474257	0.998604032842	0.920442150813	69-94	52
0.853117364014	0.000290851676033	0.998616074594	0.9201504876	71-96	52
0.854297815156	0.00030485230019	0.998551554986	0.920809241692	73-98	52
0.852790582827	0.000303497401078	0.99855543828	0.919934646995	75-100	52
0.850793178718	0.000305755566264	0.99854129409	0.918765246819	77-102	52
0.847150853578	0.00030485230019	0.998539353074	0.916636456367	79-104	52
0.845226883444	0.000307562098414	0.998523039286	0.915502158007	81-106	52
0.842438228258	0.000305755566264	0.998526848566	0.91386544999	83-108	52
0.840244388267	0.000310271896637	0.998501223891	0.91256239526	85-110	52
0.836750766926	0.000309368630563	0.998499350449	0.910497255228	87-112	52
0.833218592748	0.000313433327899	0.998473228703	0.908391301172	89-114	52
0.830615358349	0.000318852924346	0.998442010116	0.906829148524	91-116	52
0.829262337367	0.000325627419906	0.998406369218	0.90600752357	93-118	52
0.827064825677	0.000336918245839	0.998346829059	0.904669961976	95-120	52
0.824591936582	0.000345047640511	0.998301939212	0.903170217729	97-122	52
0.819021969609	0.000348209071772	0.99827477411	0.899807887213	99-124	52
0.815078565174	0.000357241732519	0.998221552713	0.897401354453	101-126	52
0.810274147386	0.000364016228078	0.998177163431	0.894463837872	103-128	52
0.80783430358	0.000381178283496	0.998085633862	0.892938602899	105-130	52
0.802670059316	0.000387501146019	0.998041444674	0.889757169676	107-132	52
0.798499009559	0.000393372375504	0.99800146391	0.887172803169	109-134	52
0.792622455742	0.000409631164847	0.997903636624	0.883495453573	111-136	52
0.786206162212	0.000428148119377	0.997791239515	0.879451528739	113-138	52
0.777878749493	0.000441697110497	0.997697165489	0.874181066452	115-140	52
0.771155869119	0.000455697734654	0.997603684009	0.869884133904	117-142	52
0.537689069536	0.000356338466444	0.997313329156	0.69868877918	119-144	52
0.522464370753	0.000345047640511	0.997322623829	0.68570864069	121-146	52
0.518921181479	0.000363112962004	0.997163660994	0.682612648837	123-148	52
0.515592786581	0.000380726650459	0.997007348504	0.679690269931	125-150	52
0.872445186128	0.000189234242636	0.999119092771	0.931495276635	1-28	56
0.891497630836	0.000208654463241	0.99904951375	0.942214297217	3-30	56
0.891789530885	0.000247043271413	0.998875205373	0.942299746464	5-32	56
0.893304106611	0.000276399418839	0.998743844943	0.943086011544	7-34	56
0.899885626585	0.000289948409958	0.998691974182	0.946717745526	9-36	56
0.898343513118	0.000302142501966	0.998634702237	0.945837964261	11-38	56
0.899107226454	0.000296271272481	0.998662332843	0.946273498642	13-40	56
0.89813606214	0.000289496776921	0.998691468209	0.945748422773	15-42	56
0.892802919735	0.00028452881351	0.998706222045	0.942789872176	17-44	56
0.889331328586	0.000277302684913	0.998734122411	0.940863086625	19-46	56
0.886158980883	0.000273689620615	0.998746128205	0.939090086672	21-48	56
0.881538148032	0.000272334721503	0.99874579592	0.93648889799	23-50	56
0.878356621083	0.000271431455428	0.998745428433	0.934690428862	25-52	56
0.874703280846	0.000267366758092	0.998759037332	0.932623835828	27-54	56
0.871116031187	0.00026601185898	0.998760240122	0.930581418495	29-56	56
0.866651245532	0.000261947161644	0.998772878932	0.928033199719	31-58	56
0.8628418581	0.000264656959868	0.9987547335	0.925836879943	33-60	56
0.859469402817	0.000258334097346	0.99877968387	0.923902596903	35-62	56
0.854705373715	0.000260140629495	0.998764319732	0.92113643311	37-64	56
0.852182916687	0.000260592262532	0.998758517709	0.91966707414	39-66	56
0.848981195395	0.000254721033047	0.998781883761	0.917809265895	41-68	56
0.845480230656	0.0002493014366	0.998802839353	0.915768374962	43-70	56
0.844189628553	0.000251107968749	0.99879233349	0.915006382456	45-72	56
0.843673754881	0.000245688372301	0.998817645768	0.914713885068	47-74	56
0.84295410193	0.00024072040889	0.998840538095	0.914300335622	49-76	56
0.844626560701	0.000245688372301	0.998818977982	0.915274165071	51-78	56
0.844690815429	0.000255624299122	0.998771368101	0.915291899	53-80	56
0.845114896633	0.000257882464309	0.998761149116	0.915536515854	55-82	56
0.844990058876	0.000253817766973	0.998780471927	0.915471373122	57-84	56
0.846506470451	0.000257430831271	0.998765346526	0.916354241709	59-86	56
0.847997180135	0.000264656959868	0.998732962015	0.91721331251	61-88	56
0.847964134847	0.000272334721503	0.998696202121	0.917178480583	63-90	56
0.847949448052	0.000277302684913	0.998672426692	0.917159863186	65-92	56
0.846969104491	0.000274592886689	0.998683863035	0.916590921508	67-94	56
0.84555550048	0.000275947785801	0.99867516929	0.915758854277	69-96	56
0.84642202138	0.000276851051876	0.998672197373	0.916265555878	71-98	56
0.845992432629	0.000281367382249	0.998649881567	0.916004404919	73-100	56
0.844681636182	0.000287690244772	0.998617444508	0.915221871245	75-102	56
0.841602916797	0.000288141877809	0.998610218596	0.913408622675	77-104	56
0.83960184099	0.000289948409958	0.998598189	0.912223766962	79-106	56
0.837220744363	0.000286786978697	0.998609514425	0.910821245039	81-108	56
0.834984679837	0.000288141877809	0.998599218373	0.909492114817	83-110	56
0.832236413338	0.000293561474257	0.998568203095	0.907846541742	85-112	56
0.828166335296	0.00028633534566	0.998596544045	0.905431186142	87-114	56
0.824782864916	0.00029807780463	0.998533088848	0.903379340299	89-116	56
0.821985030484	0.00030485230019	0.998494701349	0.901682873118	91-118	56
0.820991835978	0.000315691493085	0.998439380307	0.901062455798	93-120	56
0.817973699622	0.00032336925472	0.998395597304	0.899223898791	95-122	56
0.813720036644	0.000325627419906	0.998375979818	0.896639616777	97-124	56
0.808509896146	0.000333305181541	0.998327057911	0.893447861025	99-126	56
0.803455802844	0.0003400796771	0.998282394429	0.890335548078	101-128	56
0.800617579726	0.000350467236959	0.998223760409	0.888566960579	103-130	56
0.7969348659	0.00036040316378	0.998165070109	0.886271043006	105-132	56
0.792530663274	0.000363112962004	0.998141044761	0.883531448781	107-134	56
0.787142445388	0.000375307054011	0.998065610939	0.880143692908	109-136	56
0.78048749144	0.000392017476392	0.997962465229	0.875928184673	111-138	56
0.771350469151	0.000408276265735	0.997853057967	0.870102746924	113-140	56
0.765200373779	0.00042272852293	0.99775940404	0.866140995976	115-142	56
0.533132491413	0.00032156272257	0.997554214343	0.694888851667	117-144	56
0.518269454955	0.000317046392197	0.997519495984	0.682131750822	119-146	56
0.51429484108	0.000329240484205	0.997404483941	0.678653449228	121-148	56
0.510232106435	0.000350918869996	0.997212095987	0.675062635792	123-150	56
0.868310853358	0.000183363013151	0.999142339891	0.929143649665	1-30	60
0.887018158386	0.000196912004271	0.999098430318	0.939728174827	3-32	60
0.887109950854	0.000238462243704	0.998908511338	0.939695658515	5-34	60
0.888782409626	0.000262398794682	0.998801337715	0.940585614728	7-36	60
0.894113716181	0.000277302684913	0.998740884744	0.943535677304	9-38	60
0.893766740651	0.000284077180473	0.998709664184	0.943328518268	11-40	60
0.89397419163	0.000278657584025	0.998734543277	0.943455154522	13-42	60
0.889360702176	0.000273689620615	0.998750636536	0.940886852588	15-44	60
0.885431984535	0.000270076556316	0.99876164581	0.938688563516	17-46	60
0.882691061433	0.000263753693794	0.998786851464	0.93715713591	19-48	60
0.87761310209	0.000257882464309	0.998806969305	0.934296212328	21-50	60
0.874888701632	0.000260592262532	0.998790698649	0.932743026808	23-52	60
0.871007716075	0.000256075932159	0.998806343432	0.930539619777	25-54	60
0.8676095589	0.000252011234823	0.99882067247	0.928603007492	27-56	60
0.863236565713	0.000252011234823	0.998814705301	0.926089833733	29-58	60
0.859238085797	0.000251107968749	0.998813459129	0.92378337623	31-60	60
0.855733449359	0.000247043271413	0.998827868027	0.921760212304	33-62	60
0.851140154248	0.000248398170525	0.998815094405	0.919083457977	35-64	60
0.847916402763	0.000250204702674	0.998801954933	0.917195150165	37-66	60
0.845581202371	0.000244785106226	0.998824641754	0.915836765778	39-68	60
0.841731426253	0.000242075308002	0.998832327959	0.913577221193	41-70	60
0.838313074736	0.000235300812443	0.998860345265	0.911571741845	43-72	60
0.837942233164	0.000232139381181	0.998875143069	0.911358612854	45-74	60
0.837743961432	0.000229429582958	0.99888799627	0.911246680113	47-76	60
0.838134997347	0.000233494280293	0.998868845106	0.911469989878	49-78	60
0.839432942848	0.000236204078517	0.998857499869	0.912232225243	51-80	60
0.839335642832	0.000246140005338	0.99880935996	0.912154693928	53-82	60
0.839159401293	0.000242978574077	0.998824388048	0.912056874856	55-84	60
0.840069982578	0.000243881840152	0.998821300411	0.912593148053	57-86	60
0.84095853367	0.000246591638376	0.998809477086	0.913112249322	59-88	60
0.841839741366	0.000253366133935	0.998778089245	0.913618323531	61-90	60
0.839838665558	0.000259688996458	0.998744653863	0.912424657042	63-92	60
0.840615229839	0.000258785730383	0.998750169043	0.912885067222	65-94	60
0.839236506966	0.000258785730383	0.998748118354	0.912070613257	67-96	60
0.839188774883	0.000263302060756	0.99872622598	0.912033296023	69-98	60
0.838562750249	0.000258334097346	0.998749297573	0.911673070206	71-100	60
0.838202923774	0.00026601185898	0.998711622087	0.911444686991	73-102	60
0.835788781859	0.000271883088465	0.998679424914	0.910002208743	75-104	60
0.83431275897	0.000275044519727	0.998661729643	0.909119279196	77-106	60
0.831849049122	0.000270979822391	0.998677581031	0.90766119703	79-108	60
0.830046245046	0.000270528189353	0.998676918523	0.906586675062	81-110	60
0.827299814396	0.000273689620615	0.998657039903	0.904937903447	83-112	60
0.823960404401	0.000273237987577	0.99865382647	0.902935132161	85-114	60
0.819965596183	0.000273689620615	0.998645044014	0.900527645435	87-116	60
0.816409555963	0.000285432079585	0.998580846821	0.898352899824	89-118	60
0.814037638584	0.000297174538555	0.998518251627	0.89688979416	91-120	60
0.812225655261	0.00030304576804	0.998485655479	0.895775777154	93-122	60
0.807426745021	0.00030485230019	0.998467601694	0.892842316176	95-124	60
0.803542087765	0.000311626795749	0.998426041037	0.890445655137	97-126	60
0.797358947104	0.000317949658272	0.998381724521	0.88661866744	99-128	60
0.794142539016	0.000326982319018	0.998329098382	0.884606024912	101-130	60
0.790167925141	0.000331950282429	0.998295237101	0.882121469239	103-132	60
0.787094713305	0.000339176411026	0.998251402254	0.880186082033	105-134	60
0.781488029344	0.000348209071772	0.998192063369	0.876646484616	107-136	60
0.775381994357	0.000359951530742	0.998116520502	0.872762589631	109-138	60
0.76606505883	0.000373500521862	0.998022042152	0.866793724651	111-140	60
0.759143906724	0.00039066257728	0.997912523891	0.862304930856	113-142	60
0.529139519044	0.000294464740331	0.997742991851	0.691533556866	115-144	60
0.514100241047	0.000288593510846	0.997723329284	0.678557755216	117-146	60
0.510338585698	0.00030304576804	0.997592013091	0.675242875864	119-148	60
0.505932547223	0.000318852924346	0.997444723136	0.6713414649	121-150	60
0.864282999851	0.000174330352405	0.999180757566	0.926849195865	1-32	64
0.882485446304	0.000192395673897	0.999114569693	0.937185437339	3-34	64
0.882770002956	0.000227171417771	0.998955031017	0.93727565905	5-36	64
0.883295055874	0.000250204702674	0.998849885092	0.937525209519	7-38	64
0.889676468266	0.000262398794682	0.998802540839	0.941086570457	9-40	64
0.888848500203	0.000266915125055	0.998780822398	0.940613525538	11-42	64
0.88538792415	0.000263753693794	0.998790542206	0.938676564471	13-44	64
0.882162336816	0.000260592262532	0.998800657664	0.936865132131	15-46	64
0.878993660812	0.000256979198234	0.998813008096	0.935080609724	17-48	64
0.874312244932	0.0002493014366	0.998842272167	0.932437790197	19-50	64
0.87116559912	0.000248398170525	0.998842300244	0.930645321033	21-52	64
0.867736232507	0.000246591638376	0.998846173353	0.928686579921	23-54	64
0.864062697928	0.000242978574077	0.998858231872	0.926583758734	25-56	64
0.859889812321	0.000238913876741	0.998871868582	0.924184904856	27-58	64
0.856045543751	0.000241172041928	0.998856109745	0.921953269042	29-60	64
0.852305918595	0.000234849179405	0.99888118388	0.919790704954	31-62	64
0.847606144221	0.000237558977629	0.998862021146	0.917038920282	33-64	64
0.844492543698	0.000239365509779	0.998849154563	0.915208139764	35-66	64
0.841584558304	0.000235300812443	0.998864770405	0.913504276911	37-68	64
0.838533376659	0.000233945913331	0.998867197495	0.911704824448	39-70	64
0.834764377913	0.00022897794992	0.998886225887	0.909480396353	41-72	64
0.832289652969	0.000218590390062	0.998933540162	0.90802918246	43-74	64
0.832263951078	0.00021723549095	0.998940110749	0.908016600436	45-76	64
0.833093754991	0.000223558353472	0.998910380442	0.908497948937	47-78	64
0.833167188966	0.000224913252584	0.998903880439	0.908538922983	49-80	64
0.834279713681	0.000228074683846	0.998889970832	0.909194217976	51-82	64
0.833604121115	0.000232591014219	0.998867098562	0.90878341866	53-84	64
0.834432089178	0.000233042647256	0.998866026279	0.909274774342	55-86	64
0.834760706215	0.000234849179405	0.99885769518	0.909466391047	57-88	64
0.835050770414	0.000237107344592	0.998847124289	0.909634132928	59-90	64
0.834061247607	0.000242075308002	0.998821602489	0.909036157837	61-92	64
0.833003798372	0.00024252694104	0.998817909659	0.908406215496	63-94	64
0.83312680028	0.000245236739264	0.998804893992	0.908473965528	65-96	64
0.833119456882	0.00024749490445	0.998793891987	0.908465048681	67-98	64
0.831577343416	0.000246140005338	0.998798265092	0.907549252768	69-100	64
0.831138575418	0.000244785106226	0.998804242073	0.90729035568	71-102	64
0.829646029884	0.000252914500898	0.998762359826	0.906383093942	73-104	64
0.828770329737	0.000260140629495	0.998725700367	0.905845172165	75-106	64
0.826811478465	0.000258334097346	0.99873154419	0.904676246348	77-108	64
0.824898523426	0.000255624299122	0.998741925876	0.903534181043	79-110	64
0.822578009829	0.000256527565197	0.998733928922	0.902137135459	81-112	64
0.819256958328	0.000254721033047	0.998737743919	0.900137767441	83-114	64
0.815959772869	0.000260592262532	0.998703475674	0.898130120647	85-116	64
0.811865828785	0.000262850427719	0.998685669507	0.895637345345	87-118	64
0.808713675426	0.000278205950988	0.998603579913	0.893683019978	89-120	64
0.805552342819	0.000285432079585	0.998561747022	0.891732689515	91-122	64
0.802056885628	0.000287690244772	0.99854407654	0.889579833644	93-124	64
0.79763065281	0.000294464740331	0.998501586893	0.886833892272	95-126	64
0.792673859524	0.000298529437667	0.998471450111	0.883749870797	97-128	64
0.788341255023	0.000306658832339	0.998421275349	0.881031102758	99-130	64
0.784058218455	0.000308916997526	0.998400994936	0.878342123637	101-132	64
0.780619672595	0.000313884960936	0.998368176866	0.876167692309	103-134	64
0.77635499452	0.000325627419906	0.998297950695	0.873448075728	105-136	64
0.770129629324	0.000332853548503	0.998246206857	0.869474650729	107-138	64
0.761286342933	0.000344596007474	0.99816339745	0.863779334019	109-140	64
0.754177934192	0.000358144998593	0.998073367525	0.859151777778	111-142	64
0.525464148616	0.000266463492018	0.99794291771	0.68843480802	113-144	64
0.510472602702	0.000267366758092	0.997875471021	0.675425119359	115-146	64
0.506387837865	0.000275044519727	0.997797006244	0.671822044477	117-148	64
0.502266356041	0.000294464740331	0.99762252042	0.668145801865	119-150	64
0.860060546312	0.000171620554181	0.999189525254	0.924419476542	1-34	68
0.878266664464	0.000184266279226	0.999147880352	0.934815678941	3-36	68
0.877535996416	0.000217687123987	0.998992647581	0.934333735019	5-38	68
0.879122170268	0.000237558977629	0.998902772273	0.935192662414	7-40	68
0.884899588219	0.000247043271413	0.998866457504	0.938435554604	9-42	68
0.880570655417	0.000253817766973	0.998829690868	0.935979518441	11-44	68
0.878374979576	0.000251559601786	0.998837194738	0.934741008537	13-46	68
0.875887403687	0.000248849803562	0.99884644292	0.933334637505	15-48	68
0.87081862359	0.000243430207114	0.998864976415	0.930457136076	17-50	68
0.868000594815	0.00024072040889	0.998873957143	0.92884997338	19-52	68
0.864235267768	0.000235300812443	0.998894490702	0.926698576649	21-54	68
0.860994993639	0.000234849179405	0.998892462354	0.924831668174	23-56	68
0.856491655147	0.000231236115107	0.99890375528	0.922232237812	25-58	68
0.852860345103	0.00022897794992	0.998909832153	0.92012561239	27-60	68
0.849238214306	0.000225816518659	0.998920286945	0.91801788661	29-62	68
0.844380556887	0.000226268151696	0.99891191271	0.915168711473	31-64	68
0.841127431812	0.000229881215995	0.998890286629	0.913245576968	33-66	68
0.838331433229	0.000226268151696	0.998904070035	0.911600803711	35-68	68
0.834712974131	0.000224461619547	0.998908102669	0.909458953992	37-70	68
0.831782958545	0.00022220345436	0.998915272174	0.907720001563	39-72	68
0.828887824096	0.000212719160577	0.998957900047	0.906010862073	41-74	68
0.826872061494	0.000205041398942	0.998993028832	0.904819780547	43-76	68
0.827826703163	0.000212719160577	0.998956565661	0.905376061263	45-78	68
0.828256291915	0.000214977325763	0.998946046901	0.905628600678	47-80	68
0.828201216434	0.00021723549095	0.998934917008	0.905591103215	49-82	68
0.828722597653	0.000214977325763	0.998946639315	0.905907521017	51-84	68
0.829001646757	0.000222655087398	0.998909427151	0.9060589127	53-86	68
0.829370652479	0.000224913252584	0.998898868355	0.90627491928	55-88	68
0.829031020347	0.000227171417771	0.99888736999	0.906067382365	57-90	68
0.827501757826	0.000226719784734	0.998887529695	0.905153345282	59-92	68
0.827450354044	0.000228526316883	0.998878605748	0.905118928922	61-94	68
0.825748521682	0.000230332849032	0.998867424234	0.904095243455	63-96	68
0.827246574764	0.000236204078517	0.998840688937	0.904981437725	65-98	68
0.825733834887	0.000230784482069	0.998865185856	0.904085523532	67-100	68
0.824441396934	0.000233042647256	0.998852300404	0.903305032073	69-102	68
0.822895611769	0.000233945913331	0.998845695313	0.902373719377	71-104	68
0.822963538196	0.000242978574077	0.998801279823	0.902396431271	73-106	68
0.821559113432	0.000245688372301	0.998785857923	0.901545187155	75-108	68
0.820066567898	0.000245236739264	0.998785884058	0.900645801284	77-110	68
0.817707501464	0.000244333473189	0.998786864954	0.899221629239	79-112	68
0.814786665125	0.00024072040889	0.998800503204	0.897458192627	81-114	68
0.811458270226	0.000242978574077	0.998784304421	0.895428927974	83-116	68
0.808076635696	0.000252011234823	0.998733898617	0.893346051977	85-118	68
0.80436454828	0.000256075932159	0.99870757448	0.891062489259	87-120	68
0.800489070271	0.000267366758092	0.998644142328	0.888654286882	89-122	68
0.795748907211	0.00027278635454	0.998608468071	0.885711629295	91-124	68
0.792574723659	0.000278205950988	0.998575185561	0.883728880173	93-126	68
0.787063503865	0.000282270648324	0.998544290825	0.880280395996	95-128	68
0.783883812765	0.000288141877809	0.998508038585	0.878274087452	97-130	68
0.778569028854	0.000289948409958	0.998488465722	0.874920701724	99-132	68
0.774820224451	0.000292206575145	0.998469352751	0.872541358109	101-134	68
0.770157167064	0.000300787602854	0.998414949926	0.86955620526	103-136	68
0.765325211536	0.000312078428787	0.99834518367	0.866441644601	105-138	68
0.756425013815	0.000319756190421	0.998284626082	0.86068651463	107-140	68
0.749711312687	0.000331047016354	0.998208288316	0.856295730924	109-142	68
0.522343204695	0.000244333473189	0.99810218722	0.685788385243	111-144	68
0.507118505912	0.000244785106226	0.998041716497	0.672520329162	113-146	68
0.502958471252	0.000255172666085	0.997941937129	0.668829654911	115-148	68
0.498552432776	0.000267366758092	0.997824784959	0.664896482156	117-150	68
0.856124485274	0.000163491159509	0.999224339456	0.92215588992	1-36	72
0.873163003229	0.000175685251517	0.999182785127	0.931931961353	3-38	72
0.873513650458	0.000206847931092	0.999038354536	0.932068789215	5-40	72
0.874565592144	0.000224913252584	0.998955712129	0.932631288378	7-42	72
0.876810835917	0.000237558977629	0.998899883086	0.93388200282	9-44	72
0.874152526037	0.000241623674965	0.998877682025	0.932362377484	11-46	72
0.872246914396	0.00024072040889	0.998879432863	0.931278108979	13-48	72
0.867853726866	0.000236204078517	0.998894873523	0.92877491758	15-50	72
0.864664856519	0.000236655711555	0.998888683875	0.926942984787	17-52	72
0.861196937069	0.00022897794992	0.998920373845	0.92496012083	19-54	72
0.857675777987	0.000224913252584	0.998935169347	0.922931645705	21-56	72
0.853506564079	0.000223106720435	0.99893855889	0.92051376481	23-58	72
0.849612727576	0.000221300188286	0.998942324296	0.918245969442	25-60	72
0.846210898703	0.000215880591838	0.998964056218	0.916264627948	27-62	72
0.841424839409	0.000217687123987	0.998949460781	0.913445584986	29-64	72
0.838054219975	0.000220396922211	0.998932124241	0.911448563376	31-66	72
0.835122368539	0.000216783857913	0.998945928319	0.909717583723	33-68	72
0.831590194361	0.000216332224875	0.998943658866	0.907616922755	35-70	72
0.828131454158	0.000213622426651	0.998952524792	0.905556631793	37-72	72
0.826045929279	0.000206847931092	0.998983150944	0.904320894607	39-74	72
0.823611593022	0.000199621802495	0.999015741456	0.902873484568	41-76	72
0.822600040022	0.000200976701607	0.999007850246	0.90226211907	43-78	72
0.823150794831	0.000205041398942	0.998988481162	0.902585409502	45-80	72
0.823483083566	0.000207751197166	0.998975539902	0.902779846315	47-82	72
0.822814834397	0.000206396298054	0.99898138861	0.902380513753	49-84	72
0.824290857287	0.000205944665017	0.998985433405	0.903269091494	51-86	72
0.824099928953	0.000214525692726	0.99894295989	0.903137087242	53-88	72
0.823857596836	0.000218138757025	0.998924860432	0.90298415113	55-90	72
0.821700473833	0.000217687123987	0.998924270423	0.901686686309	57-92	72
0.821329632261	0.000214525692726	0.998939398337	0.901469524445	59-94	72
0.820393349085	0.00021723549095	0.998924791273	0.900899338953	61-96	72
0.82011980753	0.000223106720435	0.998895395768	0.900722432923	63-98	72
0.820112464132	0.000221751821323	0.998902086706	0.900720724172	65-100	72
0.818829205426	0.000218138757025	0.998918265193	0.899952785075	67-102	72
0.816427914457	0.000222655087398	0.998892649936	0.898490171874	69-104	72
0.816449944649	0.000225364885622	0.998879218373	0.898498078656	71-106	72
0.815998325705	0.000229429582958	0.998858396181	0.898216117087	73-108	72
0.815062042529	0.000234397546368	0.998832367055	0.897638081836	75-110	72
0.813059130872	0.000234397546368	0.998829494044	0.896420926926	77-112	72
0.810149309629	0.000229881215995	0.998847902798	0.894656921876	79-114	72
0.807239488385	0.000230784482069	0.998839216755	0.892876324844	81-116	72
0.803810121772	0.000234849179405	0.998813763086	0.890764423214	83-118	72
0.800760775977	0.000245236739264	0.998756648951	0.888866246192	85-120	72
0.796354737501	0.000245688372301	0.998747478841	0.886141501137	87-122	72
0.790973863013	0.000256527565197	0.998683408396	0.882775139224	89-124	72
0.786600869825	0.000264205326831	0.998636528906	0.880026782808	91-126	72
0.782255414379	0.000266463492018	0.998617263118	0.877293217912	93-128	72
0.778548834511	0.000271883088465	0.998582472103	0.874944036972	95-130	72
0.774401650796	0.000272334721503	0.998572527668	0.872315257897	97-132	72
0.769566023569	0.000275496152764	0.998546920185	0.869229293783	99-134	72
0.764649618969	0.000280464116174	0.998511259053	0.866071001562	101-136	72
0.759380731292	0.000289496776921	0.998452741014	0.86265938677	103-138	72
0.751923511172	0.000299432703742	0.998383876794	0.857801681348	105-140	72
0.74510700248	0.000308013731451	0.998322457182	0.853326240941	107-142	72
0.519484787234	0.000220396922211	0.99827838634	0.683361467925	109-144	72
0.504294969589	0.000227171417771	0.998172211805	0.670062190283	111-146	72
0.499830183934	0.000233945913331	0.998101026839	0.66609336429	113-148	72
0.49538926432	0.000247946537488	0.997969606977	0.662109341453	115-150	72
0.851408188255	0.000156265030912	0.999254493508	0.919425745499	1-38	76
0.86925998748	0.000166200957733	0.999223399316	0.929721854331	3-40	76
0.869136985572	0.000196912004271	0.999079898958	0.929589384312	5-42	76
0.866759560645	0.00021723549095	0.998982249673	0.928185680387	7-44	76
0.870508365048	0.000226719784734	0.998942432069	0.930313592268	9-46	76
0.868152970312	0.000230784482069	0.998920574567	0.928957368921	11-48	76
